location,area,country,count,latitude,longitude
"Mona Island, 40 miles west of the mainland",Puerto Rico,USA,1,26.6495,-98.34557
"Monastery Beach, Carmel Bay, Monterey County",California,USA,2,33.3770435,-87.5823063
"Monastery Beach, Carmel River State Park, Monterey Peninsula, Monterey California",California,USA,1,41.737893,-72.368077
"Monster Hole, Sebastian Inlet, Indian River County",Florida,USA,1,38.3891337,-109.836981
Montauk,New York,USA,1,41.0347223,-71.9442623
"Montaña de Oro State Park, San Luis Obispo County",California,USA,1,35.2880417,-120.8462264
"Montera Beach, San Mateo County",California,USA,1,36.597843,-121.703305
Monterey Bay,California,USA,1,36.600256,-121.8946388
"Monterey Bay, Monterey County",California,USA,2,36.7999557,-121.9010668
"Monterey, Monterey County",California,USA,1,36.600256,-121.8946388
"Monterey, Montery County",California,USA,1,36.600256,-121.8946388
"Moonstone Beach, Humboldt County",California,USA,4,33.388633049999996,-118.36764852881066
"Moonstone Beach, South Kingstown, Washington County",Rhode Island,USA,1,41.398406,-71.576296
"Morehead, Carteret County",North Carolina,USA,2,34.7229391,-76.7260436
"Morro Bay, San Luis Obispo County",California,USA,1,35.3658075,-120.849901
"Morro Rock, Morro Bay, San Obispo County",California,USA,1,35.369669,-120.8676994
"Morro Strand State Beach, San Luis Obispo County",California,USA,1,35.39266105,-120.86503268374642
"Mosquito Inlet (Ponce Inlet), Volusia County",Florida,USA,1,29.100094,-80.9315
"Mount Pleasant, Charleston County",South Carolina,USA,1,32.7940651,-79.8625851
"Mouth of Wallua River, Kaua'i",Hawaii,USA,1,19.647634,-155.533256
"Mullet Key, Pinellas County",Florida,USA,1,27.8778904,-82.7329309
"Municipal Bathing area, Riviera Beach, Palm Beach County",Florida,USA,1,26.785561,-80.031845
"Municipal Beach, Boyton Beach, Palm Beach County",Florida,USA,1,28.080718,-82.543839
"Municipal Beach, Riviera Beach, Palm Beach County",Florida,USA,1,26.785561,-80.031845
"Municipal Beach, West Palm Beach, Palm Beach County",Florida,USA,2,26.752516,-80.161387
"Municipal Pier, St. Petersburg, Tampa bay",Florida,USA,1,27.849995,-82.4826
"Murrells Inlet, Georgetown County",South Carolina,USA,1,33.5499183,-79.0430329
"Mustang Island State Park, Nueces County",Texas,USA,1,27.82753,-97.07054
"Mustang Island, Corpus Christi",Texas,USA,2,27.739476,-97.1316551
"Mustang Island, Nueces County",Texas,USA,2,27.7153774,-97.6199942
"Mustang Island, near Port Aransas",Texas,USA,3,27.8332175,-97.0618324
Myers Creek,Oregon,USA,1,33.9585955,-80.8832203
Myrtle Beach,South Carolina,USA,2,33.6956461,-78.8900409
"Myrtle Beach, Horry County",South Carolina,USA,17,33.6956461,-78.8900409
Mystic River,Connecticut,USA,1,41.3710068,-71.9668825
Nahant,Massachusetts,USA,1,42.4264859,-70.9189371
"Nakalele Point, Maui",Hawaii,USA,1,21.0306924,-156.588318
"Nanakuli, Oah’u",Hawaii,USA,1,21.389147,-158.152313
"Nankuli, O'ahu",Hawaii,USA,1,21.43333,-157.96667
Naples,Florida,USA,1,26.1421976,-81.7942944
"Napoopoo Park in Kealakekua Bay, The Big Island",Hawaii,USA,1,41.635587,-82.8376
"Near 70th Avenue, Myrtle Beach, Horry County",South Carolina,USA,1,33.673182,-78.923671
"Near Boynton Beach, Palm Beach County",Florida,USA,1,26.5256179,-80.0666026
"Near Cocoa Beach, Brevard  County",Florida,USA,1,28.3184107,-80.6094959
"Near Encino, Los Angeles County",California,USA,1,34.1591324,-118.5016166
"Near Fernandina Bar, Nassau County",Florida,USA,1,39.941481,-82.982233
Near Havana,CUBA,USA,1,23.135305,-82.3589631
Near Key West,Florida,USA,2,24.5548262,-81.8020722
"Near New Smyrna Jetty, Volusia County",Florida,USA,1,39.941481,-82.982233
"Near Panama City, Bay County",Florida,USA,1,30.1586518,-85.6602936
"Near Paradise Cove, Malibu, Los Angeles County",California,USA,1,34.021899,-118.786806
"Near Patrick AFB, Brevard County",Florida,USA,1,28.306938,-80.701238
Near Patrick Air Force Base Brevard County,Florida,USA,1,28.23809,-80.6079
"Near Port Aransas, Nueces County",Texas,USA,1,27.8332175,-97.0618324
Near Port Arthur,Texas,USA,1,29.8716577,-93.9332302
Near Port Canaveral Coast Guard Base,Florida,USA,1,32.044154,-90.344745
"Near Port Lavaca, Calhoun County",Texas,USA,1,28.6149968,-96.6260892
"Near Twin Islands off Lanikai, O'ahu (east coast)",Hawaii,USA,1,20.7000823,-155.997188
"Near US Air Force Base at Elgin, Okaloosa County",Florida,USA,1,40.000184,-105.143448
Near a small wreck in a channel at Indian Key,Florida,USA,1,24.88819,-80.68117
"Near oil rig Hondo, 5 nm from Gaviota, Santa Barbara County",California,USA,1,32.0831732,-81.0265987935835
"Near the Bahia Honda Bridge, Monroe County",Florida,USA,1,25.235142,-81.034042
"Near the mouth of the Cape Fear River, Brunswick County",North Carolina,USA,1,35.054292700000005,-78.89295880121583
"Neptune Avenue, Ormond Beach, Volusia County",Florida,USA,1,29.3000808,-81.0472097
"Neptune Beach, Duval County",Florida,USA,2,30.311908,-81.3964734
"Neptune, Duval County",Florida,USA,1,39.0753562,-81.7798545
"Neskowin, Tillamook County",Oregon,USA,1,45.106302,-123.9834096
"Nest Key, Monroe County",Florida,USA,1,25.154009,-80.5090292
"New Bern, Craven County",North Carolina,USA,1,35.1084931,-77.0441143
New Hanover County,North Carolina,USA,1,34.2751052,-77.8818627
New Orleans,Louisiana,USA,2,29.9759983,-90.0782127
"New Smyrna  Beach, Volusia County",Florida,USA,2,29.0258132,-80.9271271
New Smyrna Beach,Florida,USA,4,29.0258132,-80.9271271
"New Smyrna Beach / Cape Canaveral  National Seashore, Brevard County",Florida,USA,1,29.047109,-80.926829
"New Smyrna Beach / Ponce Inlet, Volusia County",Florida,USA,1,29.100094,-80.9315
"New Smyrna Beach / Waveland, Volusia County",Florida,USA,2,29.047109,-80.926829
"New Smyrna Beach,  Volusia County",Florida,USA,3,29.0258132,-80.9271271
"New Smyrna Beach, Volusia County",Florida,USA,174,29.0258132,-80.9271271
New York,New York,USA,1,40.7127281,-74.0060152
"Newcomb Hollow Beach, Wellfleet, Barnstable County",Massachusetts,USA,1,41.96148525,-69.9939858892793
"Newport Aquarium, Newport",Kentucky,USA,1,39.09437025,-84.49771605201767
"Newport Beach, Orange County",California,USA,3,33.6170092,-117.9294401
"Newport, Lincoln County",Oregon,USA,1,44.636755,-124.053442
"Nimitz Beach, Barbers Point, O'ahu",Hawaii,USA,1,21.297071,-158.104298
"Nimitz State Beach, Oahu",Hawaii,USA,1,35.111404,-120.626862
"Ninole Bay, Hawaii County",Hawaii,USA,1,19.937851,-155.168152
"Noreiga's, Maui",Hawaii,USA,1,21.3965849,-157.9771949
Norfolk,Virginia,USA,2,36.8493695,-76.2899539
"Normandy Beach, Hutchinson Island,  St. Lucie County",Florida,USA,1,27.381947,-80.445518
North Beach,Maryland,USA,1,38.7048801,-76.5331735
"North Beach Inlet, St. Lucie County",Florida,USA,1,33.8694151,-78.5196229
"North Beach Jetty, St Lucie County",Florida,USA,1,27.381947,-80.445518
"North Beach, Hutchinson Island, St. Lucie County",Florida,USA,1,27.381947,-80.445518
"North Beach, Patrick AFB, Brevard County",Florida,USA,1,30.600002,-98.404763
"North Beach, St. Augustine",Florida,USA,1,29.9604124,-81.3089445
"North Beach, St. Lucie County",Florida,USA,2,25.858401800000003,-80.12232176212325
North Carolina Aquarium at Fort Fisher,North Carolina,USA,1,33.963331499999995,-77.92667234305969
North Dade- Interama area of Biscayne Bay,Florida,USA,1,28.5421109,-81.3790304
"North Farallon Island, Farallon Islands",California,USA,1,36.7014631,-118.755997
"North Forest Beach, near Hilton Head, Beaufort County",South Carolina,USA,1,32.1618488,-80.7512616
"North Hutchinson Island, St. Lucie Couny",Florida,USA,1,27.55698,-80.32477
"North Jetty Park, Fort Pierce, St Lucie County",Florida,USA,1,27.470051,-80.291405
"North Jetty, Fort Pierce Inlet State Park, St. Lucie County",Florida,USA,2,27.150678,-80.16258
"North Kihei, Maui",Hawaii,USA,1,20.751045,-156.438371
"North Koahala, Big Island",Hawaii,USA,1,35.797427,-79.046024
"North Kohala, Hawaii County",Hawaii,USA,1,20.13195,-155.79389
"North Myrtle Beach, Horry County",South Carolina,USA,5,33.8278405,-78.6800323
"North Salmon Creek Beach, Sonoma County",California,USA,2,38.35705175,-123.06787770071175
"North Shore, O'ahu",Hawaii,USA,1,35.7279146,-79.7922543
"North Topsail Beach, Onslow  County",North Carolina,USA,1,34.4901665,-77.43163
"North Topsail Beach, Onslow County",North Carolina,USA,4,34.4901665,-77.43163
North coast,Puerto Rico,USA,1,26.6495,-98.34557
"North end of County Beach, Palm Beach County",Florida,USA,1,26.646149,-80.436499
North end of Morris Island at mouth of Charleston Harbor,South Carolina,USA,1,35.00322,-76.27241
"North of Apache Pier, Myrtle Beach, Horry County",South Carolina ,USA,1,33.6956461,-78.8900409
"North of Jupiter Inlet, Palm Beach County",Florida,USA,1,26.960525,-80.165782
"North of Morro Rock, San Luis Obispo County",California,USA,1,27.05757,-82.19767
"North of Pidgeon Point, San Mateo County",California,USA,1,37.589591,-122.323643
"North of Point Sur, Monterey County",California,USA,1,39.2790164,-76.486926
"North picnic area, Jekyll Island, Glynn County",Georgia,USA,1,31.169229,-81.439183
Noyes Beach,Rhode Island,USA,1,41.587536,-71.514739
O'ahu,Hawaii,USA,1,19.647634,-155.533256
Oahu,Hawaii,USA,1,19.593801499999998,-155.42837009716908
"Oak Beach, Fire Inlet",New York,USA,1,43.754729,-74.793205
"Oak Island, Brunswick County",North Carolina,USA,2,33.9165623,-78.161106
Occupasstuxet  (Patuxent) Cove,Rhode Island,USA,1,38.420148,-76.54971
"Ocean Beach, Jaycee Park, Vero Beach, Indian River County",Florida,USA,1,27.6387163,-80.3975399
"Ocean Beach, San Francisco, San Francisco County",California,USA,1,32.7448067,-117.2476067
Ocean City (offshore),New Jersey,USA,2,39.896538,-74.226209
"Ocean City, Cape May County",New Jersey,USA,2,39.2776156,-74.5746001
"Ocean Isle, Brunswick County",North Carolina,USA,5,34.65519925,-77.06991631715375
"Ocean Lakes Campground, south of Myrtle Beach, Horry County",South Carolina,USA,1,33.704996,-78.871501
"Ocean Reef Park, Singer Island, Palm Beach County",Florida,USA,5,26.78506,-80.03754
"Ocean Ridge, Boca Raton, Palm Beach County",Florida,USA,1,26.375019,-80.104975
"Oceanic Pier, Wrightsville Beach, New Hanover County",North Carolina,USA,1,34.2079917,-77.7955907
"Oceano Dunes State Beach, San Luis Obispo County",California,USA,1,35.1123109,-120.62625990000001
"Oceanside, San Diego County",California,USA,1,33.1958696,-117.379483
Ocracoke, North Carolina,USA,1,35.1145966,-75.9809118
Ocracoke Inlet,North Carolina,USA,1,35.06391455,-76.02669166944023
"Ocracoke Inlet, Carteret County",North Carolina,USA,1,35.06391455,-76.02669166944023
"Ocracoke Island, Hyde County",North Carolina,USA,1,35.64784655,-75.92069689734744
"Ocracoke, Hyde County",North Carolina,USA,2,35.1145966,-75.9809118
"Ocracoke, Lifeguard Beach, National Park Service, Hyde County",North Carolina,USA,1,35.175636,-82.830973
"Off 12th Street, Miami Beach",Florida,USA,1,25.782817,-80.140388
"Off 21st Avenue, Isle of Palms, Charleston County",South Carolina,USA,1,32.79188,-79.784874
"Off 29th Avenue, Myrtle Beach, Horry County",South Carolina,USA,1,33.673182,-78.923671
"Off Andy Bowie Park, Padre Island, near Port Isabel",Texas,USA,1,27.555932,-97.247185
"Off Boca Grande, Lee County",Florida,USA,1,26.74896,-82.26204
"Off Boca Raton Hotel & Club, Boca Raton, Palm Beach County",Florida,USA,1,26.3586885,-80.0830984
Off Brownsville,Texas,USA,1,25.924894,-97.470316
Off Cape Hatteraa,North Carolina,USA,1,39.978047,-105.236336
"Off Cape Hatteras, Dare County",North Carolina,USA,1,35.219464,-75.690343
Off Catalina Island,California,USA,1,35.814752,-75.56422
Off Charleston,South Carolina,USA,3,32.795293,-79.948209
"Off Crystal River, Citrus County",Florida,USA,1,28.900563,-82.599504
"Off Diamond Head, Honolulu, O'ahu",Hawaii,USA,1,21.269557,-157.821018
"Off Eames Monument, Bridgeport, Fairfield County",Connecticut,USA,1,41.1792695,-73.1887863
Off Florida coast,Florida,USA,1,26.148404,-80.32274
"Off Fort Gaines, Dauphin Island, Mobile County",Alabama,USA,1,30.25621,-88.211363
"Off Fort Pierce, St Lucie County",Florida,USA,1,27.3933242,-80.3714259
"Off Fort Pierce, St. Lucie County",Florida,USA,1,27.3933242,-80.3714259
"Off Gloucester, Essec County",Massachusetts,USA,1,42.626924,-70.690067
"Off Hilton Head, Beaufort County",South Carolina,USA,1,32.183395,-80.716846
"Off Hutchinson Island, St Lucie County",Florida,USA,1,39.739923,-77.932256
Off Jupiter,Florida,USA,1,26.9342246,-80.0942087
"Off Jupiter Inlet, Palm Beach County",Florida,USA,1,26.646149,-80.436499
Off Kawaihae,Hawaii,USA,1,20.04111,-155.83056
Off Key Biscayne,Florida,USA,1,25.69119,-80.165652
"Off Key Largo, Monroe County",Florida,USA,1,25.167201,-80.37424856462349
Off Key West,Florida,USA,1,24.560722,-81.769733
Off Kohala,Hawaii,USA,1,41.1183758,-95.9101309
"Off La Jolla Cove, San Diego County",California,USA,1,32.995842,-116.770168
"Off Lahaina, Maui",Hawaii,USA,1,20.8738769,-156.677678
"Off Lake Worth, Palm Beach County",Florida,USA,1,26.623628,-80.058728
"Off Leffingwell Landing, San Luis Obispo County",California,USA,1,33.919923,-118.042386
Off Long Island,New York,USA,1,43.151860299999996,-76.06119317631908
"Off Longport, Atlantic County",New Jersey,USA,1,39.3142827,-74.5248756
"Off Makapauu Point, O'ahu",Hawaii,USA,2,19.647634,-155.533256
"Off Masonboro Island, New Hanover County",North Carolina,USA,2,34.994198299999994,-80.74198756654198
"Off Normandie-by-the-Sea, Monmouth County",New Jersey,USA,1,40.370804,-73.97413
"Off Ocean City, Cape May County",New Jersey,USA,1,39.287933,-74.586569
"Off Palos Verdes Estates, Los Angeles",California,USA,1,33.792396,-118.396769
"Off Palos Verdes peninsula, Los Angeles County",California,USA,1,33.794341,-118.390699
Off Panama City,Florida,USA,1,30.16731,-85.663712
"Off Point Mugu, Ventura County",California,USA,1,34.458416,-119.090374
"Off Port Everglades, Broward County",Florida,USA,1,26.08948495,-80.12815215168666
"Off Pu'u Ola'l, Makena, Maui",Hawaii,USA,1,20.655027,-156.4424385
Off Sable Island,Nova Scotia,CANADA,1,43.98786615,-59.74266325547831
"Off San Clemente Island, Los Angeles County",California,USA,1,32.921423399999995,-118.51541236181541
Off San Diego,California,USA,1,32.770854,-117.147585
"Off San Diego, San Diego County",California,USA,1,32.770854,-117.147585
"Off San Pedro, Los Angeles County",California,USA,1,33.7358518,-118.2922934
"Off Santa Monica, Los Angeles County",California,USA,1,34.021711,-118.479052
"Off Shelter Cover (between Fort Bragg & Eureka), Humboldt County",California,USA,1,40.776727,-124.188392
"Off Singer Island, Palm Beach County",Florida,USA,1,26.646149,-80.436499
"Off Snipe Point, Florida Keys, Monroe County",Florida,USA,1,28.5421109,-81.3790304
Off Sullivans Island,South Carolina,USA,1,32.766783,-79.836286
"Off Surf City, Pender County",North Carolina,USA,1,34.43284,-77.550022
Off Surfside,Texas,USA,1,28.9433,-95.29771
Off Tarpon Springs,Florida,USA,1,28.14612,-82.75677
Off Umpqua River,Oregon,USA,1,43.36539,-123.46842
"Off Ventura, Anacapa & Santa Cruz Islands",California,USA,1,34.423372,-119.702088
"Off Waianae, O'ahu",Hawaii,USA,1,21.446323,-158.187203
"Off Zelda Boulevard, Daytona Beach, Volusia Countyy",Florida,USA,1,29.249291,-81.023122
Off shore,New Jersey,USA,1,47.683657499999995,-122.24953145347797
Off the Battery,South Carolina,USA,1,36.498456,-79.147381
"Off the Hanalei River, Kaua'i",Hawaii,USA,1,21.338375,-158.124092
"Offshore, between Mantoloking & Point Pleasant, Ocean County",New Jersey,USA,1,40.0831714,-74.0681931
Okaloosa County,Florida,USA,1,30.6765961,-86.6037748
Okaloosa Island,Florida,USA,1,30.3921114,-86.593073
"Oketee River, Jasper County",South Carolina,USA,1,32.491755,-81.023368
Old Kona Airport State Park,Hawaii,USA,1,19.643359,-156.0083381126965
Olowalu,Hawaii,USA,1,20.811858,-156.6221108
"Olowalu side of Lahina, Maui",Hawaii,USA,1,20.821241,-156.617111
"Olowalu, Maui",Hawaii,USA,4,20.811858,-156.6221108
On one of the sounds near Wilmington,North Carolina,USA,1,34.2257282,-77.9447107
"On the south side of Ponce Inlet, Volusia County",Florida,USA,1,29.0963729,-80.9369983
"One'ula Beach Park, 'Ewa Beach, O'ahu",Hawaii,USA,1,21.312651,-157.999408
Onslow Beach,North Carolina,USA,1,34.556018949999995,-77.29448233920672
"Opposite Grand Wailea Resort, Wailea, Maui",Hawaii,USA,1,20.6871749,-156.4390415
"Opposite Patrick Air Force Base, Brevard County",Florida,USA,1,28.23809,-80.6079
"Opposite main gate at Patrick Air Force Base, Cape Canaveral, Brevard County",Florida,USA,1,28.3881442,-80.6056464
"Ormond Beach / Daytona Beach, Volusia County",Florida,USA,3,29.255014199999998,-81.11755901791939
"Ormond Beach, Volusia County",Florida,USA,11,29.2854132,-81.0557921
"Ormond By The Sea, Volusia County",Florida,USA,1,29.3491449,-81.0664455
"Ormond-by-the-Sea, Volusia County",Florida,USA,1,29.3491449,-81.0664455
Oswald State Park,Oregon,USA,1,40.797785,-77.864491
"Pa'uwela, Maui",Hawaii,USA,1,20.93389,-156.32
"Pablo Beach, Jacksonville, Duval County",Florida,USA,3,30.294829399999998,-81.39771596636882
"Pacific Beach, Grays Harbor County",Washington,USA,1,47.2090696,-124.200381
"Pacific Beach, San Diego County",California,USA,1,32.7978268,-117.2403183
"Pacific Grove, Monterey Bay, Monterey County",California,USA,1,36.7999557,-121.9010668
"Pacific Grove, Monterey County",California,USA,1,36.6211149,-121.917794
"Pacific State , San Mateo County",California,USA,1,47.2059855,-124.20301040108598
"Pacifica, San Mateo County",California,USA,1,37.5980374,-122.4995234
Packery Channel,Texas,USA,1,27.6326166,-97.2319647
Padre Island,Texas,USA,1,26.8445017,-97.3677593
Padre Island National Seashore,Texas,USA,1,27.04553605,-97.39789075348415
"Paia Bay, Maui",Hawaii,USA,2,20.9202778,-156.386388
"Pajaro Dunes, Santa Cruz County",California,USA,1,36.8673852,-121.8183169
Palama,Hawaii,USA,1,21.3259436,-157.8625624
Palm Beach County,Florida,USA,5,26.6279798,-80.4494174
"Palm Beach Inlet, Palm Beach County",Florida,USA,2,26.7725087,-80.0375238
"Palm Beach Shores, Palm Beach County",Florida,USA,1,26.7781183,-80.0355962
"Palm Beach Shores, Riviera Beach, Singer Island, Palm Beach County",Florida,USA,1,26.7781183,-80.0355962
"Palm Beach, Palm Beach County",Florida,USA,11,26.7056172,-80.0361517
Palm Beach?,Florida,USA,1,26.6279798,-80.4494174
"Palmetto Dunes, Hilton Head, Beaufort County",South Carolina,USA,1,32.1768014,-80.7175758
Pamlico Sound,North Carolina,USA,1,35.0848861,-76.634929
"Pamlico Sound off Frisco, Dare County",North Carolina,USA,1,35.231114,-75.630223
"Panacea, Wakulla County",Florida,USA,1,30.0374268,-84.3876768
"Panama City, Bay County",Florida,USA,6,30.1586518,-85.6602936
Papaikou plantation,Hawaii,USA,1,19.78364,-155.09316
"Paradise Bay (next to Wailua Bay), Maui",Hawaii,USA,1,22.053584,-159.337037
"Paradise Beach Park, Brevard County",Florida,USA,1,30.401387,-87.422202
"Paradise Beach, Melbourne, Brevard County",Florida,USA,1,28.12303205,-80.57537687455363
Parris Island,South Carolina,USA,1,33.6874388,-80.4363743
"Pass Christian, Hamilton County",Mississippi,USA,1,30.3157527,-89.247543
Patapsco River,Maryland,USA,1,39.2213123,-76.687499
"Patrick Air Force Base, Brevard County",Florida,USA,2,30.45907,-86.55026
"Paukukalo, Maui",Hawaii,USA,2,20.909022,-156.4904386
"Pawleys Island, Georgetown County",South Carolina,USA,4,33.4293486,-79.1215912
"Pawley’s Island, Georgetown County",South Carolina,USA,1,33.444649,-79.114729
"Pawley’s Island, north of Charleston",South Carolina,USA,1,32.84302,-79.96496
"Pearl Harbor Channel, O'ahu",Hawaii,USA,1,21.35577465,-157.95521107461963
"Pearl Harbor, O'ahu",Hawaii,USA,3,45.106501,-85.349035
"Pebble Beach, Cypress Point, Monterey County",California,USA,1,33.5168331,-117.1077089
"Pecks Lake, Martin County",Florida,USA,1,27.081959,-80.398486
"Pelican Beach Park, Satellite Beach, Brevard County",Florida,USA,2,28.168189599999998,-80.58789799176321
"Pensacola  Beach, Escambia County",Florida,USA,1,30.3342348,-87.1350979
"Pensacola Bay, Escambia County",Florida,USA,7,30.421309,-87.2169149
"Pensacola Harbor, Escambia County",Florida,USA,1,30.5345169,-87.2733324
"Pensacola, Escambia County",Florida,USA,3,30.421309,-87.2169149
"Pepe'ekeo, Honomu, Hawai'i",Hawaii,USA,1,19.8709075,-155.113434
"Pepper Park Beach, St. Lucie County",Florida,USA,2,33.714249,-78.864112
"Perch Rock, Point Conception, Santa Barbara County",California,USA,1,38.03675,-121.951818
"Perdido Key near the Florida Panhandle, Escambia County",Florida,USA,1,30.85988,-87.436304
"Perdido Key, Escambia County",Florida,USA,1,30.3002,-87.42748
"Pet Den, Satellite Beach, Brevard County",Florida,USA,1,28.1760051,-80.5904623
"Petting Tank, Florida Aquarium, Tampa, Hillsborough County",Florida,USA,1,27.9477595,-82.458444
Pigeon Point,California,USA,1,37.0532901,-121.4938309
"Pigeon Point, San Mateo County",California,USA,3,36.3261843,-121.5027533
"Pila'a Beach, Kaua'i",Hawaii,USA,1,19.597268,-154.939422
"Pillar Point, Half-Moon Bay, San Mateo County",California,USA,1,43.9703364,-76.1257598
"Pine Island, Corolla, Currituck County",North Carolina,USA,1,36.3847464,-75.8286983
Pinellas County,Florida,USA,1,27.8778904,-82.7329309
"Pinellas Point, Tampa Bay",Florida,USA,1,30.239876,-85.626748
"Pirate's Beach, Galveston Island",Texas,USA,1,29.20555215,-94.9369341717906
"Pirates Beach, Galveston",Texas,USA,1,29.20555215,-94.9369341717906
"Pismo Beach, San Luis  Obispo County",California,USA,1,35.1427436,-120.641288
"Pismo Beach, San Luis Obispo County",California,USA,2,35.1427436,-120.641288
"Playalinda Beach, Brevard County",Florida,USA,6,28.67732365,-80.64721792838154
"Playalinda Beach, Canaveral National Seashore, Brevard County",Florida,USA,5,28.677614,-80.648002
"Playalinda, Brevard County",Florida,USA,1,28.677614,-80.648002
"Pleasure Point, Santa Cruz County",California,USA,1,36.96569,-121.9649818
Pohoiki,Hawaii,USA,1,19.4598015,-154.8444875
"Point Buchon, San Luis Obispo County",California,USA,1,35.2470865,-120.8956216
"Point Comfort, Calhoun County",Texas,USA,1,28.6797169,-96.5602537
"Point Conception, Santa Barbara County",California,USA,2,34.448613,-120.4717299
Point Judith,Rhode Island,USA,1,41.3653803,-71.4867226
"Point Purisima, Santa Barbara County",California,USA,1,34.755988,-120.6367767
"Point Sur, Monterey County",California,USA,1,33.249626,-117.326118
"Pompano Beach, Palm Beach County",Florida,USA,1,26.2378597,-80.1247667
"Ponce De Leon Inlet, Volusia County",Florida,USA,1,29.0889689,-80.9367559
"Ponce Inlet,  New Smyrna Beach, Volusia County",Florida,USA,1,29.0258132,-80.9271271
"Ponce Inlet, New Smyrna Beach, Volusia County",Florida,USA,12,29.0258132,-80.9271271
"Ponce Inlet, Volusia County",Florida,USA,22,29.0963729,-80.9369983
"Ponce de Leon Inlet, Volusia County",Florida,USA,5,29.0889689,-80.9367559
"Ponce, Volusia County",Florida,USA,1,29.0963729,-80.9369983
Pontchartrain Beach,Louisiana,USA,1,30.0318374,-90.0622941
"Ponte Vedra Beach, St Johns County",Florida,USA,3,30.2396865,-81.3856384
"Ponte Vedra Beach, St. Johns County",Florida,USA,2,30.2396865,-81.3856384
"Ponte Vedra, St. Johns County",Florida,USA,3,30.2396865,-81.3856384
Port Aransas,Texas,USA,1,27.8332175,-97.0618324
"Port Bolivar, Galveston County",Texas,USA,1,29.3799791,-94.7645679
"Port Lavaca, Calhoun County",Texas,USA,1,28.6149968,-96.6260892
"Port of the Islands, Collier County",Florida,USA,1,25.970684,-81.506289
"Portlock, Oahu",Hawaii,USA,1,19.593801499999998,-155.42837009716908
"Pounders Beach, Oahu",Hawaii,USA,1,21.632069450000003,-157.9205814352748
Prince William Sound,Alaska,USA,1,60.615,-147.1680556
"Prince's Bay, Staten Island",New York,USA,1,40.5834557,-74.1496048
Providence,Rhode Island,USA,1,41.8239891,-71.4128343
"Puamana, Lahaina, Maui",Hawaii,USA,1,20.880053,-156.668693
"Public Beach (Carlin Park), Jupiter, Palm Beach County",Florida,USA,1,26.9342246,-80.0942087
"Public Beach, Siesta Key, Sarasota County",Florida,USA,1,27.2760559,-82.5690975
Puna,Hawaii,USA,2,19.6319934,-155.0314017621605
Punaluu,Hawaii,USA,1,21.588489,-157.892075
"Quarter mile offshore in Kaanapali, West Maui",Hawaii,USA,1,34.908762,-82.973649
"Quarter mile south of Ponce de Leon Inlet, Volusia County",Florida,USA,1,39.423808,-75.247646
Quebradillas,Puerto Rico,USA,1,18.478319,-66.93792
Ramshorn Creek,South Carolina,USA,1,32.1232263,-80.8970055
Raritan Bay,New Jersey,USA,1,40.4742734,-74.1806989
"Redondo, Los Angeles County",California,USA,1,33.8455911,-118.3886766
"Reeds Bay, Brigantine, Atlantic County",New Jersey,USA,1,39.380778,-74.409045
"Refugio State Beach, Santa Barbara County",California,USA,1,34.465078,-120.068415
"Resident's Beach, Marco Island",Florida,USA,1,25.9359368,-81.73250012904145
"Rhode River, Chesapeake Bay",Maryland,USA,1,39.157539,-76.780804
River mouth,Mississippi,USA,1,34.944228,-89.984399
Riviera Beach,Florida,USA,1,26.784343,-80.0650293
"Riviera Beach, Palm Beach County",Florida,USA,8,26.784343,-80.0650293
"Rock Harbor, Key Largo, Monroe County",Florida,USA,1,25.0767814,-80.4602875
Rockaway,New York,USA,2,40.6415296,-73.6656011
Rockaway Beach,New York,USA,1,40.5845085,-73.81679
Rockport,Texas,USA,1,28.0205733,-97.0544341
"Rockport, Aransas County",Texas,USA,1,28.0205733,-97.0544341
"Rocky Point, north shore of O'ahu",Hawaii,USA,1,35.387362,-78.455056
"Rodanthe, Dare County",North Carolina,USA,2,35.5934472,-75.4678084
"Round Island Park, Indian River County",Florida,USA,2,35.462356,-114.342909
"Running Waters Beach, Ninini Point, Kaua'i",Hawaii,USA,1,21.9546361,-159.3357369
"Russian Gulch, Jenner, Sonoma County",California,USA,1,38.452118,-123.120477
"Sag Harbor, Suffolk County",New York,USA,1,40.9978727,-72.2922292
"Sailors Haven, Fire Island, Suffolk County",New York,USA,1,40.714522,-72.919395
"Salmon Beach, Sonoma County",California,USA,1,33.675842,-118.0217
"Salmon Creek Beach, Sonoma County",California,USA,1,38.35705175,-123.06787770071175
"Salmon Creek, Sonoma County",California,USA,2,38.350472,-123.0622242
"Salter Path, Atlantic Beach, Carteret County",North Carolina,USA,1,34.701803,-76.738528
"Salvo, Dare County",North Carolina,USA,1,35.54018,-75.4729347
"Samoa Beach, Humboldt County",California,USA,1,40.8218396,-124.1905923
San Diego County,California,USA,1,32.9637838,-116.7706277
"San Diego, San Diego County",California,USA,2,32.7174202,-117.162772
San Francisco,California,USA,1,37.7792588,-122.4193286
San Francisco Bay,California,USA,3,37.7792588,-122.4193286
"San Francisco Bay (or San Leandro Bay), near cannery, Alameda County",California,USA,2,57.786736,-135.0908625
"San Gregorio Beach, San Mateo County",California,USA,1,37.483638,-122.350832
San Juan,Puerto Rico,USA,2,18.402821,-66.05817
San Mateo County,California,USA,1,37.496904,-122.3330573
"San Miguel Island, Santa Barbara County",California,USA,3,34.7136533,-119.985823
